id,reference_to_national_permit,lang
ircc_3814,"Application in Form-III for seeking approval for the invention on"" Enzymes from Conidiobolus brefeldianus and process for preparation thereof"" for obtaining IP rights in India, China, European Patent Office, Japan, United States of America, World Intellectual Property Organization. 1. Indian Patent Application No.- 0437DEL2010 2. China Patent No.-ZL201180021336.0 3. European Patent No.-2539431 4. Japan Patent Application NI.-2012-554443 5. United States of America Patent Application No.-13/581249 6. World Intellectual Property Organization Patent Application No.-PCT/IB2011/000516",en
ircc_3815,"Application in Form-III for seeking approval for the invention on "" Biogenic Ag Nanoparticulate System Involving Morus indica L. V1 Leaf Extract and its Method of Manufacture"" for obtaining IP rights in India. Indian Patent Application No.- 201931011330",en
ircc_3816,"Application in Form-III for seeking approval for the invention on"" Irrigating Solution Composition"" for obtaining IP rights in India. Indian Patent Application No.- 201741032340",en
ircc_3817,"Application in Form-III for seeking approval for the invention on"" A Method Of Treating Waste Drilling Mud Slurry and a Coagulant thereof"" for obtaining IP rights in India. Patent Application No.- 201711018142",en
ircc_3818,"Application in Form-III for seeking approval for the invention on ""A Herbal Formulation for Stimulation of Hair Growth and Prevention of Hair Fall and a Process for Preparation Thereof"" for obtaining IP rights in Afghanistan, Argentina, Austria, Australia, Azerbaijan, Belgium, Brazil, Bulgaria, Canada, China, Cyprus, Czech Republic, Democratic People's Republic of Korea, Denmark, Egypt, Fiji, Finland, Germany, Hong Kong, Hungary, India, Indonesia, Iraq, Ireland, Islamic Republic of Iran, Israel, Italy, Jamaica, Japan, Kazakhstan, Kenya, Korea, Kuwait, Kyrgyzstan, Luxembourg, Macao, Malaysia, Mexico, Mongolia, Nepal, Netherlands, New Zealand, Nigeria, Norway, Paraguay, Peru, Philippines, Poland, Portuguese Republic, Province of China, Republic of France, Republic of Korea, Romania, Russian Federation, Sierra Leone, Singapore, Slovakia, Slovenia, South Africa, Spain, Sweden, Switzerland, Sri Lanka, Syrian Arab Republic, Taiwan, Thailand, Tanzania, Turkmenistan, Turkey, United Arab Emirates, United Kingdom, United Republic of Tanzania, United States of America, Ukraine, Uruguay and Venezuela,",en
ircc_3819,"Application in Form-III for seeking approval for the invention on"" Recovery of Metal from Printed Circuit Boards (PCBs) by Bioleaching Using Bacteria "" for obtaining IP rights in India. Indian Patent Application No.- 201941040530",en
ircc_3820,"Application in Form-III for seeking approval for the invention on"" Nanocarriers of Natural L-Dopa for the Treatment of Parkinson's Disease"" for obtaining IP rights in India. Indian Patent Application No.- 201611028635",en
ircc_3821,"Application in Form-III for seeking approval for the invention on ""A Synergistic Herbal Composition for Lowering Blood Glucose and Blood Cholesterol Levels"" for obtaining IP rights in India. Patent application no.: 165/DEL/2009",en
ircc_3822,"Application in Form-III for seeking approval for the invention on "" A Process for Preparation of Oleoresins from Seed Spices using Cell Degrading Enzymes"" for obtaining IP rights in India. Patent Application No.- 0285/DEL/2009",en
ircc_3823,"Application in Form-III for seeking approval for the invention on "" Nutrient flour containing mushroom and wheat and Its preparation method"" for obtaining IP rights in India. Patent Application No.- 201841033709",en
ircc_3824,"Application in Form-III for seeking approval for the invention on "" Bioactive Extract, Fraction of plants and Formulation thereof for Bone Regeneration"" for obtaining IP rights in India and United States of America. Patent Application No.- 201811021504",en
ircc_3825,"Application in Form-III for seeking approval for the invention on"" Long Term Bacterial Preservation at Wide Range of Room Temperatures"" for obtaining IP rights in India. Indian Patent Application No.: 4212/DEL/2015",en
ircc_3826,"Application in Form-III for seeking approval for the invention on ""Herbal Compositions for Treatment or Prevention of Ectoparasites"" for obtaining IP rights in India. Indian Patent Application No.:463/KOL/2011",en
ircc_3827,"Application in Form-III for seeking approval for the invention on "" A method for isolation of Aspergillus versicolor KR87 and a medium comprising the same for plant growth promotion"" for obtaining IP rights in India. Indian Patent Application No.- 201611029685",en
ircc_3828,"Application in Form-III for seeking approval for the invention on "" Bio Fertilizer Production from Bacterial Consortium"" for obtaining IP rights in India. Patent Application No.- 201731003023",en
ircc_3829,"Application in Form-III for seeking approval for the invention on "" Novel or New Nutrient for Cultivation of microorganism"" for obtaining IP rights in India. Patent Application No.- 944/DEL/2012",en
ircc_3830,"Application in Form-III for seeking approval for the invention on "" Novel Solid Lipid Microparticles of Plant Lecithin Complex"" for obtaining IP rights in India. Patent Application No.- 1806/CHE/2012",en
ircc_3833,Microalgues (Phytoplancton),en
ircc_3834,Application in Form-III for seeking approval for the invention &#34; Novel primers and a high throughput real time assay for white spot syndrome virus (WSVV)&#34; for obtaining IP Rights in India &#10;&#9;&#9;,en
ircc_3835,"Application in Form-III for seeking approval for the invention &#34; Novel biological stain composition, method of extraction and use thereof &#34; for obtaining IP Rights in India, United States of America , European Union, Australia, Japan, China, Republic of Korea, Thailand, New Zealand, Sri Lanka, Malaysia, Singapore, Brazil, Taiwan, Indonesia, Mexico, Argentina, Chile, Peru, South Africa, Paraguay and Uruguay.",en
ircc_3836,Application in Form-III for seeking approval for the invention &#34; Use of two spoonful of plant powder to be taken orally with Luke-Warm water thrice a day and sulphur for giving sulphur bath and its ointment to be applied on skin over lesions playing major role in curing hyper-keratinization and scaling of psoriatic skin and prevention of penetration of ultra violet rays of sunlight by way of reflection and total relief from obscure chronic psoriatic skin disease with absolutely non-steroid therapy&#34; for obtaining IP Rights in India,en
ircc_3837,Application in Form-I for accessing of soil and Barley grain waste from Maharashtra for research / bio-survey and bio-utilization.,en
ircc_3838,Application in Form-I for access to seeds of transgenic plant from Andhra Pradesh for research and commercial utilization.,en
ircc_3839,Application in Form-I for accessing of bovine embryos from Gujarat for research.,en
ircc_3840,"Application in Form-III for seeking approval for the invention ""Herbal composition effective against Rhabdovirus and process of preparation thereof"" for obtaining IP Rights in India.",en
ircc_3841,Application in Form-III for seeking approval for the invention &#34; a herbal composition for the prevention and treatment of tapeworm infestation in animals&#34; for obtaining IP Rights in India &#10;&#9;&#9;,en
ircc_3842,Application in Form-III for seeking approval for the invention on &#34;Process for manufacturing aqueous of medicinal plants for making herbal drugs&#34; for obtaining IP Rights in India &#10;&#9;&#9;,en
ircc_3843,Application in Form-III for seeking approval for the invention &#34; Stop Smoking formula Enigma 2x&#34; for obtaining IP Rights in India &#10;&#9;&#9;,en
ircc_3844,Application in Form-I for accessing of leaves of Aesculus indica for isolation of Pseudomonas syringae pv.aesculi from Himachal Pradesh f or research.,en
ircc_3845,Application in Form-III for seeking approval for the invention &#34; A novel safe and eco-friendly natural colorants/dyes from natural sources and process of preparation thereof&#34; for obtaining IP Rights in India,en
ircc_3846,Application in Form-I for access to frogs and toads from Karnataka for research.,en
ircc_3847,Application in Form-III for seeking approval for the invention &#34;Novel synergistic combination of Ferula asafoetida with dehydrated dialdol product as potent antifungal agent &#34; for obtaining IP Rights in India &#10;&#9;&#9; Indian Patent Number: 279380,en
ircc_3848,"Application in Form-I for access to fecal matter of small wild cats from Andhra Pradesh, Arunachal Pradesh, Assam, Himachal Pradesh, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Manipur, Meghalaya, Mizoram, Nagaland, Odisha, Rajasthan, Sikkim, TamilNadu, Uttarakhand for research.",en
ircc_3849,Application in Form-I for accessing microorganisms from Maharashtra for research.,en
ircc_3850,Application in Form-I for access to plants from Maharashtra and Karnataka for research.,en
